gene_name,gene_id,RNA_logFC,RNA_FDR,range,dist2Gene,ChIP_logCPM,ChIP_logFC,ChIP_FDR,overlaps_ref,status,region,feature
PPIF,ENSG00000108179,2.5213832335167443,1.2582731124101208e-5,chr10:81107401-81108000,0,4.016482462203102,-1.1555999654102205,0.0099167543608567,TRUE,Down,Promoter (-1500/+500bp),Promoter
PPIF,ENSG00000108179,2.5213832335167443,1.2582731124101208e-5,chr10:81115101-81116000,10,4.613870174265832,-0.9257549254968279,0.03486049947210035,TRUE,Down,Intergenic (<10kb),No Feature
PPIF,ENSG00000108179,2.5213832335167443,1.2582731124101208e-5,chr10:81118101-81119200,3010,6.7129956655843515,-1.1613095332534935,9.641034477007931e-5,TRUE,Down,Intergenic (<10kb),Enhancer
MYPN,ENSG00000138347,4.08513447575879,5.750167679309361e-5,chr10:69846801-69847700,18173,4.7665025194775215,-1.2953940195702314,0.0010763194378857212,TRUE,Down,Intergenic (>10kb),Enhancer
MYPN,ENSG00000138347,4.08513447575879,5.750167679309361e-5,chr10:69913301-69913900,0,4.295696742350593,-1.299046255320189,0.004195186621098051,TRUE,Down,Intron,No Feature
MYPN,ENSG00000138347,4.08513447575879,5.750167679309361e-5,chr10:69967901-69968900,0,6.350746763482392,-1.4159707962041674,4.76511135296071e-5,TRUE,Down,Intron,No Feature
SYNPO2L,ENSG00000166317,2.864536356061048,9.668923095963418e-5,chr10:75424601-75425600,1039,5.117598939997633,-1.0649725500374323,0.00544625467580926,TRUE,Down,Promoter (-1500/+500bp),Promoter
SYNPO2L,ENSG00000166317,2.864536356061048,9.668923095963418e-5,chr10:75426001-75426300,2439,3.768418602604532,-1.2051304226870891,0.014254470683446653,TRUE,Down,Promoter (-1500/+500bp),Promoter
HELLS,ENSG00000119969,-1.833186727826921,1.9932829169241295e-4,chr10:96943301-96944200,569638,4.644830986239127,-1.307135605136581,0.0014834139758372542,TRUE,Down,Promoter (Other Gene),Super Enhancer
MKI67,ENSG00000148773,-2.2909183826219786,3.382399658641159e-4,chr10:129992801-129993700,68113,4.781028137371831,-2.221998148828874,3.2488350047412784e-6,TRUE,Down,Intron (Other Gene),Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:29753401-29754300,0,4.4377970723283795,-1.984214264968173,2.213634360635694e-5,TRUE,Down,Intron,No Feature
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:29853001-29853800,0,4.806406937386807,-1.1356514248594856,0.00445746143942175,TRUE,Down,Intron,No Feature
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:29908001-29908700,0,4.985332292384051,-1.7979592072449848,2.282960080298127e-5,TRUE,Down,Intron,Super Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:29911101-29911900,0,4.739065116941066,-1.3740420623655853,0.0010443643604878669,TRUE,Down,Intron,Super Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:29918901-29920000,0,5.587604965510534,-1.7629427430320188,8.469602629777782e-6,TRUE,Down,Intron,Promoter
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:30024101-30024400,0,3.9446603386024988,-1.173310900841334,0.010081887066782399,FALSE,Down,Promoter (-1500/+500bp),Promoter
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:30071901-30072700,46190,4.100174430753848,-1.844971979324682,8.994558414788063e-5,TRUE,Down,Intergenic (>10kb),Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:30093401-30093700,67690,4.065557148682616,-1.2088504966124096,0.00928308560394973,TRUE,Down,Intergenic (>10kb),Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:30096801-30098500,71090,6.24593651269903,-1.7164087147301745,1.4691697446198231e-6,TRUE,Down,Intergenic (>10kb),Enhancer
SVIL,ENSG00000197321,-1.1408599690721903,3.5099629077331223e-4,chr10:30100801-30102000,75090,6.047941650196985,-2.487727920679241,3.724041296225566e-8,TRUE,Down,Intergenic (>10kb),Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95163501-95164400,91968,5.194278645304742,-2.137518202769182,5.868459467471833e-6,TRUE,Down,Intron (Other Gene),Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95187001-95187400,68968,4.154485551341816,-1.0001767538541884,0.01527536415258272,TRUE,Down,Intron (Other Gene),Super Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95194301-95196100,60268,8.115648039728377,-1.1845116258828818,3.262328185155278e-7,TRUE,Down,Intron (Other Gene),Super Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95198401-95199300,57068,4.607834056815168,-0.9168334137667635,0.026721770006052286,TRUE,Down,Intron (Other Gene),Super Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95205001-95205900,50468,5.063255089920362,-1.3941621095536403,3.476894245320897e-4,TRUE,Down,Intron (Other Gene),Super Enhancer
CEP55,ENSG00000138180,-2.459769584464353,4.595755740889222e-4,chr10:95241401-95242500,13868,5.355217720846406,-1.1157412230914745,0.003514049523398377,TRUE,Down,Promoter (Other Gene),Promoter
NEBL,ENSG00000078114,1.243750038560563,6.672261523872715e-4,chr10:21462501-21464000,0,4.27674214541297,-0.8955112626664723,0.03383103437592014,TRUE,Down,Promoter (-1500/+500bp),Promoter
ASB13,ENSG00000196372,-1.6371935617459894,6.771550156703813e-4,chr10:5621301-5622100,58729,4.351008467283176,-1.1284484245534883,0.0051255869676853525,TRUE,Down,Intergenic (>10kb),Enhancer
ASB13,ENSG00000196372,-1.6371935617459894,6.771550156703813e-4,chr10:5698201-5699300,0,5.752512434570283,-1.4401256690722204,1.8499841704086456e-4,TRUE,Down,Intron,Super Enhancer
ASB13,ENSG00000196372,-1.6371935617459894,6.771550156703813e-4,chr10:5701501-5703000,0,7.801480336722188,-1.5015214077504824,5.178051177563331e-8,TRUE,Down,Intron,Super Enhancer
ASB13,ENSG00000196372,-1.6371935617459894,6.771550156703813e-4,chr10:5707401-5708800,0,4.690179324095439,-1.1844850164143739,0.0026821554645053607,TRUE,Down,Promoter (-1500/+500bp),Promoter
ASB13,ENSG00000196372,-1.6371935617459894,6.771550156703813e-4,chr10:5710501-5711000,1942,3.966203048001537,-1.0228890945042843,0.02456239962894693,FALSE,Down,Upstream Promoter (<5kb),Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:62607601-62609300,19895,7.949595936973279,-1.5062280710830225,2.634481361769322e-8,TRUE,Down,Intergenic (>10kb),Super Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:62661501-62662100,0,4.136581081672404,-1.0671227540153456,0.014984303485962145,TRUE,Down,Intron,No Feature
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:62702401-62703100,0,4.306417024799245,-1.8643278241297612,4.885460582208585e-5,TRUE,Down,Intron,Promoter
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:62716001-62716400,0,3.9583231501727134,-1.7135680618873113,2.8887057462255965e-4,TRUE,Down,Intron,Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:62796801-62797800,35602,4.797990563761994,-1.324516837465759,0.0020316668417444794,TRUE,Down,Intergenic (>10kb),Super Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:63388301-63389100,627102,4.36355649832497,-1.5911747537911014,1.9048536880172628e-4,TRUE,Down,Intergenic (>10kb),Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:63676401-63677000,915202,4.010013721790978,-1.1333570098907793,0.013325065343844275,TRUE,Down,Intron (Other Gene),Enhancer
RHOBTB1,ENSG00000072422,-1.2801668195844302,9.289494150919272e-4,chr10:63677501-63678600,916302,5.163731025657305,-2.4981922695587984,1.7925803874826624e-7,TRUE,Down,Intron (Other Gene),Enhancer
AKR1C3,ENSG00000196139,2.88178892612509,0.00107659970421683,chr10:5157901-5158900,8022,5.070073904606545,-1.624330811711126,5.697873037613012e-5,TRUE,Down,Intergenic (<10kb),Enhancer
AKR1C3,ENSG00000196139,2.88178892612509,0.00107659970421683,chr10:5160101-5161100,10222,5.023834343540681,-1.6232588865935493,4.885460582208585e-5,TRUE,Down,Intergenic (<10kb),Enhancer
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5508401-5508900,31759,4.767432249158038,-1.3931799561278786,5.201711821757546e-4,TRUE,Down,Intergenic (<10kb),Enhancer
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5529801-5531300,9359,6.486988690281839,-1.7019698050097338,1.0205385118818929e-6,TRUE,Down,Intergenic (>10kb),Promoter
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5535201-5536500,4159,6.367055762174315,-1.6696711379878462,3.83728646562104e-6,TRUE,Down,Intergenic (<10kb),Promoter
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5538001-5540400,259,7.457752215378213,-1.807668630270083,4.706753012276713e-8,TRUE,Down,Intergenic (<10kb),Promoter
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5545101-5546200,3567,5.849343719114887,-1.8249975978823874,1.6694306634836526e-6,TRUE,Down,Upstream Promoter (<5kb),Promoter
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5559701-5560500,18167,4.792589884210401,-1.4622948417162216,3.97689289183389e-4,TRUE,Down,Intron (Other Gene),Promoter
CALML5,ENSG00000178372,2.7120134631492196,0.00107659970421683,chr10:5621301-5622100,79767,4.351008467283176,-1.1284484245534883,0.0051255869676853525,TRUE,Down,Intergenic (>10kb),Enhancer
BCCIP,ENSG00000107949,0.8143517890179743,0.00135553654962542,chr10:127616501-127617500,74236,5.677453127593205,-0.792588310317899,0.01943917305755094,TRUE,Down,Intron (Other Gene),Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43476501-43478000,94511,4.91670413190765,-2.069629534585426,7.697013469654795e-6,TRUE,Down,Promoter (Other Gene),Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43521301-43522700,49811,6.483908130197824,-2.1865385658579837,1.5237156210556776e-7,TRUE,Down,Intergenic (>10kb),Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43533101-43534200,38311,5.492869466057069,-1.3635629662616924,3.527469513107102e-4,TRUE,Down,Intergenic (>10kb),Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43539901-43540500,32011,4.042195227345393,-0.9557578802145058,0.04284433214061401,FALSE,Down,Intergenic (>10kb),Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43572301-43572700,0,3.949344475531771,-0.9946752505568577,0.02824592122178572,TRUE,Down,Promoter (-1500/+500bp),Promoter
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43577001-43578400,0,6.378434297903188,-1.9554697948993836,6.119533435721051e-7,TRUE,Down,Intron,Promoter
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43581501-43582500,0,5.196399198744811,-2.3464458553813783,2.5770831224268087e-6,TRUE,Down,Intron,Promoter
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43600901-43601900,0,4.261822461720352,-1.3056923280134352,0.0015860669033325552,TRUE,Down,Intron,Promoter
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43604201-43605100,0,4.253735761024113,-1.9701978100807038,1.763923421804844e-5,TRUE,Down,Intron,Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43605701-43607200,0,6.964428674236847,-1.9549293176649567,4.6901269778522647e-08,TRUE,Down,Intron,Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43693401-43694600,67601,5.542735861010596,-0.9632308529157144,0.027557640942374614,TRUE,Down,Intron (Other Gene),Super Enhancer
RET,ENSG00000165731,-1.5033945636062758,0.00146122885448038,chr10:43721001-43721900,95201,4.4786077046530774,-1.963282555683592,1.3997158706498923e-5,TRUE,Down,Intron (Other Gene),Enhancer
KIF11,ENSG00000138160,-1.574560971057162,0.00152198139028825,chr10:94307201-94308000,44886,4.604388820719254,-1.0294730028693515,0.007723263108935948,TRUE,Down,Intron (Other Gene),Enhancer
KIF11,ENSG00000138160,-1.574560971057162,0.00152198139028825,chr10:94416201-94416500,1048,3.862672888096167,-1.0299475729004406,0.027557640942374614,FALSE,Down,Upstream Promoter (<5kb),Enhancer
OLMALINC,ENSG00000235823,1.3908871694815157,0.00161612927591607,chr10:102098601-102099200,33655,4.152721174681557,-0.8340438390597202,0.048671060597046636,TRUE,Down,Intron (Other Gene),Super Enhancer
OLMALINC,ENSG00000235823,1.3908871694815157,0.00161612927591607,chr10:102124401-102125400,7455,5.604927481752635,-1.6668059284830208,1.9002503734479858e-5,TRUE,Down,Intergenic (<10kb),Enhancer
OLMALINC,ENSG00000235823,1.3908871694815157,0.00161612927591607,chr10:102130501-102131300,1555,4.638763004270617,-1.014086200093891,0.009822542654117472,TRUE,Down,Upstream Promoter (<5kb),Promoter
OLMALINC,ENSG00000235823,1.3908871694815157,0.00161612927591607,chr10:102132801-102133800,0,5.1876774246617945,-1.6279039568334543,5.716211689395785e-5,TRUE,Down,Promoter (-1500/+500bp),Promoter
OLMALINC,ENSG00000235823,1.3908871694815157,0.00161612927591607,chr10:102138401-102139200,0,4.683768230156095,-1.12221827496076,0.0052097682154537165,TRUE,Down,Upstream Promoter (<5kb),No Feature
ALOX5,ENSG00000012779,2.9527696598658997,0.00213934489595321,chr10:45965801-45966600,24233,4.2809141854379344,-1.661116757214056,1.8499841704086456e-4,TRUE,Down,Intron (Other Gene),Enhancer
ALOX5,ENSG00000012779,2.9527696598658997,0.00213934489595321,chr10:51564701-51565600,5623133,4.304529502307397,-1.2021470734621353,0.004446280142404516,TRUE,Down,Promoter (Other Gene),Promoter
ALOX5,ENSG00000012779,2.9527696598658997,0.00213934489595321,chr10:51572001-51573000,5630433,5.05387300722199,-1.9202323096851084,8.74502431083616e-6,TRUE,Down,Promoter (Other Gene),Promoter
AKR1C2,ENSG00000151632,2.3557818828097843,0.00231854311596389,chr10:5157901-5158900,97677,5.070073904606545,-1.624330811711126,5.697873037613012e-5,TRUE,Down,Intergenic (<10kb),Enhancer
AKR1C2,ENSG00000151632,2.3557818828097843,0.00231854311596389,chr10:5160101-5161100,99877,5.023834343540681,-1.6232588865935493,4.885460582208585e-5,TRUE,Down,Intergenic (<10kb),Enhancer
CDK1,ENSG00000170312,-1.5859227495743995,0.0025994699636065,chr10:62607601-62609300,52990,7.949595936973279,-1.5062280710830225,2.634481361769322e-8,TRUE,Down,Intergenic (>10kb),Super Enhancer
LINC02635,ENSG00000283000,1.5317368610712814,0.00300485256176083,chr10:35242801-35243500,15308,4.395604758494424,-1.0728113957588958,0.006857756678652483,TRUE,Down,Intergenic (>10kb),Super Enhancer
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102098601-102099200,7789,4.152721174681557,-0.8340438390597202,0.048671060597046636,TRUE,Down,Intron (Other Gene),Super Enhancer
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102106401-102107400,0,4.496389843201398,-1.4607634094325088,3.8555758949277135e-4,TRUE,Down,Promoter (-1500/+500bp),Promoter
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102124401-102125400,0,5.604927481752635,-1.6668059284830208,1.9002503734479858e-5,TRUE,Down,Intergenic (<10kb),Enhancer
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102270301-102271100,145717,4.366175226848875,-1.308539946313187,0.002293672297791404,TRUE,Down,Intron (Other Gene),Promoter
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102642801-102643900,518217,5.919570163195984,-2.0762642130204343,3.2214779512061764e-6,TRUE,Down,Intergenic (>10kb),Enhancer
SCD,ENSG00000099194,1.0565862177098413,0.00364502498256623,chr10:102672201-102673500,547617,5.59780430885545,-0.948556232967799,0.007698361968362665,TRUE,Down,Promoter (Other Gene),Promoter
LRRC20,ENSG00000172731,-0.9842614062179764,0.00374264787454411,chr10:72071201-72072100,0,4.640796705986894,-1.5191425304030246,3.1736217924325166e-4,TRUE,Down,Intron,Enhancer
ARHGAP19,ENSG00000213390,-1.026055305827586,0.00510848359124577,chr10:99051901-99053000,0,5.6426838939121655,-1.013671925591275,0.009292674098844746,TRUE,Down,Promoter (-1500/+500bp),Promoter
ARHGAP19,ENSG00000213390,-1.026055305827586,0.00510848359124577,chr10:99113401-99114400,60970,4.905066538895491,-1.9296953340764147,3.909629652076125e-4,TRUE,Down,Intergenic (<10kb),Enhancer
UNC5B,ENSG00000107731,1.0290553145718024,0.00536090342447123,chr10:73068401-73069600,5779,6.029639112581719,-1.4137072001823172,6.229779115081961e-5,TRUE,Down,Intergenic (<10kb),Enhancer
UNC5B,ENSG00000107731,1.0290553145718024,0.00536090342447123,chr10:73093701-73094500,31079,5.015304859284459,-1.8325963941985048,4.666996416306403e-5,TRUE,Down,Intron (Other Gene),Super Enhancer
UNC5B,ENSG00000107731,1.0290553145718024,0.00536090342447123,chr10:73098601-73099100,35979,4.09288189042873,-1.09363137524875,0.012873584434988383,FALSE,Down,Intron (Other Gene),Super Enhancer
UNC5B,ENSG00000107731,1.0290553145718024,0.00536090342447123,chr10:73099301-73100500,36679,5.834504745518192,-2.0169284544244634,1.5289129856189258e-6,TRUE,Down,Intron (Other Gene),Super Enhancer
UNC5B,ENSG00000107731,1.0290553145718024,0.00536090342447123,chr10:73136601-73137800,73979,5.233097747454511,-0.8111260407220172,0.02735652819054421,TRUE,Down,Intron (Other Gene),Super Enhancer
FAM107B,ENSG00000065809,0.6451576436430791,0.0055102395556552,chr10:14596201-14597000,0,4.698580364045222,-0.8176450078039412,0.030898328135359976,TRUE,Down,Promoter (-1500/+500bp),Promoter
FAM107B,ENSG00000065809,0.6451576436430791,0.0055102395556552,chr10:14613701-14614500,0,5.037064541482122,-1.1516879154390545,0.002382430677437076,TRUE,Down,Promoter (-1500/+500bp),Promoter
FAM107B,ENSG00000065809,0.6451576436430791,0.0055102395556552,chr10:14645901-14646800,0,4.997281428865158,-0.9254547436284298,0.016148352886974703,TRUE,Down,Promoter (-1500/+500bp),Promoter
FAM107B,ENSG00000065809,0.6451576436430791,0.0055102395556552,chr10:14695001-14696300,0,5.287235153322461,-0.9485251453961993,0.01073750491142246,TRUE,Down,Intron,Super Enhancer
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88702801-88703900,0,5.538275968825509,-0.9920023851849706,0.02115661128440802,TRUE,Down,Exon,Promoter
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88721301-88721700,0,3.8142891922149658,-1.225253883647173,0.014551880096488291,TRUE,Down,Intron,Promoter
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88727601-88728600,0,4.911647402610124,-0.9140136595962034,0.016995954528759436,TRUE,Down,Promoter (-1500/+500bp),Promoter
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88729701-88730500,462,4.267021563377079,-0.9157121817290926,0.02617760390960607,TRUE,Down,Promoter (-1500/+500bp),Promoter
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88767801-88768900,38562,6.129571672195963,-1.323180175189147,2.1678048650441585e-4,TRUE,Down,Exon (Other Gene),Super Enhancer
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88777201-88777800,47962,4.038361483377545,-1.536031964648567,7.723595509309799e-4,TRUE,Down,Intron (Other Gene),Super Enhancer
MMRN2,ENSG00000173269,1.1790907165967337,0.0055102395556552,chr10:88779501-88780400,50262,4.419197073402757,-1.7282421241636252,6.37469394448345e-5,TRUE,Down,Promoter (Other Gene),Super Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61595001-61595700,190355,4.243839540928087,-0.9613927491725826,0.02892714402795966,TRUE,Down,Intron (Other Gene),Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61724901-61725800,60255,4.589638439250837,-1.2282211651121084,0.0027680905259591577,TRUE,Down,Upstream Promoter (Other Gene),Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61751201-61752100,33955,4.450714545776794,-1.0750831172726876,0.010921285387995038,TRUE,Down,Intergenic (>10kb),Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61791001-61791900,0,4.955170436498616,-1.2923408047930776,9.525936042494502e-4,TRUE,Down,Intron,Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61823301-61823700,0,4.020105126535496,-1.0036936295729926,0.021394932899302794,TRUE,Down,Upstream Promoter (<5kb),No Feature
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:61932901-61933500,0,4.414622952494255,-1.1128163558327193,0.007220022571532713,TRUE,Down,Intron,Enhancer
ANK3,ENSG00000151150,0.8138139822760672,0.00643858398584778,chr10:62434401-62434700,0,3.800981515420274,-1.1576559525883876,0.01952101126731449,TRUE,Down,Intron,No Feature
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43604201-43605100,84882,4.253735761024113,-1.9701978100807038,1.763923421804844e-5,TRUE,Down,Intron (Other Gene),Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43605701-43607200,82782,6.964428674236847,-1.9549293176649567,4.6901269778522647e-08,TRUE,Down,Intron (Other Gene),Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43693401-43694600,0,5.542735861010596,-0.9632308529157144,0.027557640942374614,TRUE,Down,Intron,Super Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43721001-43721900,0,4.4786077046530774,-1.963282555683592,1.3997158706498923e-5,TRUE,Down,Intron,Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43782701-43783100,20333,4.073293548777093,-0.9315006676918357,0.029180586970279945,TRUE,Down,Intergenic (>10kb),Super Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43851001-43852000,88633,4.247604057549732,-1.9400963927895394,1.1641196450492175e-4,TRUE,Down,Intergenic (<10kb),Enhancer
RASGEF1A,ENSG00000198915,2.7253492539704034,0.00667898310159503,chr10:43858601-43859700,96233,5.955934801374997,-1.6774571005869703,7.940758077216718e-6,TRUE,Down,Intergenic (<10kb),Enhancer
ITGB1,ENSG00000150093,-0.5777706212410997,0.00736603393738578,chr10:33247301-33247600,0,4.287008958865228,-1.0805075924276724,0.015693163399824277,TRUE,Down,Promoter (-1500/+500bp),Promoter
ITGB1,ENSG00000150093,-0.5777706212410997,0.00736603393738578,chr10:33299001-33299600,4280,4.992203953401863,-0.9655502688266403,0.015570219865068461,TRUE,Down,Intron,Enhancer
ITGB1,ENSG00000150093,-0.5777706212410997,0.00736603393738578,chr10:33330501-33331500,35780,5.279800551255598,-1.5100026804553175,5.179606417272111e-4,TRUE,Down,Intron (Other Gene),Super Enhancer
DHTKD1,ENSG00000181192,-0.7275742902411011,0.00814933361124793,chr10:12110301-12111500,0,5.670975243315286,-0.8702300308738901,0.02127473871077982,TRUE,Down,Promoter (-1500/+500bp),Promoter
NOLC1,ENSG00000166197,-0.680046186492773,0.00967436015820595,chr10:103879101-103881500,30432,7.365630220882048,-1.1552045161347346,9.371981113035616e-6,TRUE,Down,Promoter (Other Gene),Promoter
NOLC1,ENSG00000166197,-0.680046186492773,0.00967436015820595,chr10:103892201-103893500,18432,6.697266536780453,-1.0305649372644086,0.0032387060266172167,TRUE,Down,Promoter (Other Gene),Promoter
NOLC1,ENSG00000166197,-0.680046186492773,0.00967436015820595,chr10:103899701-103900700,11232,4.8490479151306936,-1.1593115970821457,0.007324796172531159,TRUE,Down,Promoter (Other Gene),No Feature
