gene_id,gene_name,range,AveExpr,logFC,P.Value,FDR,status,region,feature,macs2_peak,distance_to_gene
ENSG00000228291,ARL4AP3,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,58295
ENSG00000231039,AL355303.1,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,2629
ENSG00000280450,AL683826.1,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,79713
ENSG00000178473,UCN3,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,98028
ENSG00000264006,AKR1C8P,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,80850
ENSG00000251909,U8,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,70064
ENSG00000287848,AL355303.2,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,49023
ENSG00000224034,LINC02561,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,0
ENSG00000215267,AKR1C7P,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,8235
ENSG00000223987,RPL26P28,chr10:5308001-5308900,4.314674153641287,1.7970105014310098,1.4466037934438757e-6,3.227039231528646e-6,Up,Exon,Super Enhancer,TRUE,37493
ENSG00000224034,LINC02561,chr10:5310201-5310700,4.078915791444611,0.8202131020542593,0.029272930052272533,0.030807398159851337,Up,Intron,No Feature,FALSE,0
ENSG00000178372,CALML5,chr10:5533901-5534800,4.690525026089474,1.973619246643178,2.2782465940498572e-7,6.914213500546659e-7,Up,Intergenic (<10kb),Promoter,TRUE,5859
ENSG00000205488,CALML3-AS1,chr10:5533901-5534800,4.690525026089474,1.973619246643178,2.2782465940498572e-7,6.914213500546659e-7,Up,Intergenic (<10kb),Promoter,TRUE,17198
ENSG00000165568,AKR1E2,chr10:5533901-5534800,4.690525026089474,1.973619246643178,2.2782465940498572e-7,6.914213500546659e-7,Up,Intergenic (<10kb),Promoter,TRUE,643646
ENSG00000151631,AKR1C6P,chr10:5533901-5534800,4.690525026089474,1.973619246643178,2.2782465940498572e-7,6.914213500546659e-7,Up,Intergenic (<10kb),Promoter,TRUE,599733
ENSG00000173848,NET1,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,79781
ENSG00000178363,CALML3,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,12066
ENSG00000228685,AL365356.2,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,85793
ENSG00000240577,RN7SL445P,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,92325
ENSG00000178372,CALML5,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,39267
ENSG00000205488,CALML3-AS1,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,12591
ENSG00000256462,AL732437.1,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,13095
ENSG00000287566,AL732437.3,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,10499
ENSG00000287235,AL732437.2,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,24157
ENSG00000242147,LINC02657,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,55846
ENSG00000231483,LINC02678,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,69337
ENSG00000228951,LINC02677,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,77488
ENSG00000196372,ASB13,chr10:5580801-5581100,4.219139633771056,0.9843701875682467,0.007211128513761616,0.008077701897389622,Up,Intergenic (>10kb),Super Enhancer,FALSE,99729
ENSG00000287566,AL732437.3,chr10:5589501-5590000,4.092194237610974,0.40016881587637826,0.3328455962849924,0.33671589391621326,Unchanged,Intergenic (<10kb),Promoter,FALSE,1599
ENSG00000287566,AL732437.3,chr10:5596501-5596900,3.999003522408241,1.578595994929955,6.507680700789192e-5,9.991203899446937e-5,Up,Promoter (-1500/+500bp),Promoter,FALSE,208
ENSG00000057608,GDI2,chr10:5813901-5814600,4.440357845638838,1.9765330491845134,1.0742032334791189e-6,2.5032771780183038e-6,Up,Upstream Promoter (<5kb),No Feature,TRUE,0
ENSG00000170525,PFKFB3,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,493
ENSG00000215244,LINC02649,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,15131
ENSG00000212743,LINC02656,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,94277
ENSG00000213994,AL157395.1,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,52444
ENSG00000238366,Y_RNA,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,9306
ENSG00000226705,SDCBPP1,chr10:6297101-6298000,4.932683965925694,2.4778485615427632,7.90186026052631e-11,6.65285654192699e-10,Up,Intergenic (<10kb),Enhancer,TRUE,37062
ENSG00000215244,LINC02649,chr10:6407201-6407500,4.01319850553859,1.7907489697566954,6.602383526730253e-6,1.2764608151678488e-5,Up,Intergenic (>10kb),Super Enhancer,FALSE,11411
ENSG00000212743,LINC02656,chr10:6407201-6407500,4.01319850553859,1.7907489697566954,6.602383526730253e-6,1.2764608151678488e-5,Up,Intergenic (>10kb),Super Enhancer,FALSE,12476
ENSG00000226705,SDCBPP1,chr10:6407201-6407500,4.01319850553859,1.7907489697566954,6.602383526730253e-6,1.2764608151678488e-5,Up,Intergenic (>10kb),Super Enhancer,FALSE,70553
ENSG00000065675,PRKCQ,chr10:6407201-6407500,4.01319850553859,1.7907489697566954,6.602383526730253e-6,1.2764608151678488e-5,Up,Intergenic (>10kb),Super Enhancer,FALSE,61604
ENSG00000134453,RBM17,chr10:6407201-6407500,4.01319850553859,1.7907489697566954,6.602383526730253e-6,1.2764608151678488e-5,Up,Intergenic (>10kb),Super Enhancer,FALSE,247780
ENSG00000215244,LINC02649,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,45311
ENSG00000212743,LINC02656,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,46376
ENSG00000065675,PRKCQ,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,27604
ENSG00000134453,RBM17,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,281680
ENSG00000285743,AL158210.1,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,282974
ENSG00000223784,LINP1,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,309991
ENSG00000278982,AL139125.1,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,1012060
ENSG00000198879,SFMBT2,chr10:6441101-6441500,4.250440468500815,0.18575855839680963,0.6662210928529038,0.6687834816715688,Unchanged,Intergenic (>10kb),Enhancer,FALSE,759085
ENSG00000270811,AL590095.1,chr10:7273601-7274000,4.174959991221736,1.3420374465210272,2.6907608014338947e-4,3.6577529644492003e-4,Up,Intron,Super Enhancer,FALSE,77402
ENSG00000198879,SFMBT2,chr10:7273601-7274000,4.174959991221736,1.3420374465210272,2.6907608014338947e-4,3.6577529644492003e-4,Up,Intron,Super Enhancer,FALSE,0
ENSG00000235141,COX6CP17,chr10:7273601-7274000,4.174959991221736,1.3420374465210272,2.6907608014338947e-4,3.6577529644492003e-4,Up,Intron,Super Enhancer,FALSE,63067
ENSG00000270811,AL590095.1,chr10:7275301-7276000,4.248962927312208,1.8400176814264428,1.30637095956612e-6,2.9393346590237703e-6,Up,Intron,Super Enhancer,FALSE,79102
ENSG00000198879,SFMBT2,chr10:7275301-7276000,4.248962927312208,1.8400176814264428,1.30637095956612e-6,2.9393346590237703e-6,Up,Intron,Super Enhancer,FALSE,0
ENSG00000235141,COX6CP17,chr10:7275301-7276000,4.248962927312208,1.8400176814264428,1.30637095956612e-6,2.9393346590237703e-6,Up,Intron,Super Enhancer,FALSE,61067
ENSG00000165632,TAF3,chr10:8049001-8049600,3.934429837271421,2.2711092673423705,2.702317847192564e-8,1.1755082635287653e-7,Up,Intron,No Feature,TRUE,0
ENSG00000230014,LINC00709,chr10:8049001-8049600,3.934429837271421,2.2711092673423705,2.702317847192564e-8,1.1755082635287653e-7,Up,Intron,No Feature,TRUE,1268195
ENSG00000287120,AL138773.1,chr10:8049001-8049600,3.934429837271421,2.2711092673423705,2.702317847192564e-8,1.1755082635287653e-7,Up,Intron,No Feature,TRUE,1285204
ENSG00000165632,TAF3,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,0
ENSG00000107485,GATA3,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,32140
ENSG00000232638,AL390294.1,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,38303
ENSG00000197308,GATA3-AS1,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,37212
ENSG00000230014,LINC00709,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,1262595
ENSG00000287120,AL138773.1,chr10:8054701-8055200,4.244460772593127,1.5405693629012054,5.321248151794822e-5,8.218022293600287e-5,Up,Intron,Enhancer,FALSE,1279604
ENSG00000230014,LINC00709,chr10:8170501-8171200,4.203486602137714,1.4604020795259305,1.057309507472028e-4,1.5769016082868532e-4,Up,Intergenic (>10kb),No Feature,TRUE,1146595
ENSG00000287120,AL138773.1,chr10:8170501-8171200,4.203486602137714,1.4604020795259305,1.057309507472028e-4,1.5769016082868532e-4,Up,Intergenic (>10kb),No Feature,TRUE,1163604
ENSG00000236420,CHCHD3P1,chr10:8626701-8627000,3.974273493743861,1.1352646803136996,0.004791011650849498,0.005508608109567045,Up,Intergenic (>10kb),No Feature,FALSE,34895
ENSG00000236420,CHCHD3P1,chr10:8656201-8656900,4.467936744073634,1.8257076347247512,6.376274427522165e-7,1.6981710465135562e-6,Up,Intergenic (<10kb),No Feature,TRUE,4995
ENSG00000270234,AL355333.1,chr10:8763001-8763500,4.037521643875329,1.2427054818990937,7.180843434513599e-4,9.098058914602182e-4,Up,Upstream Promoter (<5kb),No Feature,FALSE,2472
ENSG00000270234,AL355333.1,chr10:8832001-8832800,4.422197069172235,1.6255480766100279,1.0677375728762666e-5,1.9905679037193255e-5,Up,Intergenic (>10kb),Enhancer,TRUE,65749
ENSG00000234752,LINC02676,chr10:8903701-8904000,4.183134582939874,1.5546441763448677,4.184236934016358e-5,6.699913127474045e-5,Up,Intergenic (>10kb),Enhancer,FALSE,35951
ENSG00000234752,LINC02676,chr10:8915001-8915300,4.581019489259634,1.1764569168642587,4.2738427960883327e-4,5.633701867570984e-4,Up,Intergenic (>10kb),Enhancer,FALSE,24651
ENSG00000223808,AC044784.1,chr10:8915001-8915300,4.581019489259634,1.1764569168642587,4.2738427960883327e-4,5.633701867570984e-4,Up,Intergenic (>10kb),Enhancer,FALSE,96787
ENSG00000234752,LINC02676,chr10:8952201-8952800,4.365172734546661,1.1901538746518694,0.0013054586631376626,0.001607192033391179,Up,Intron,Super Enhancer,FALSE,0
ENSG00000223808,AC044784.1,chr10:8952201-8952800,4.365172734546661,1.1901538746518694,0.0013054586631376626,0.001607192033391179,Up,Intron,Super Enhancer,FALSE,59287
ENSG00000223808,AC044784.1,chr10:8990801-8991500,4.441761711388804,1.073673970951306,0.005303741939995899,0.006018594114517085,Up,Intergenic (>10kb),No Feature,FALSE,20587
ENSG00000230014,LINC00709,chr10:9269801-9270500,4.377365532658569,1.8289750877736135,5.699109094095501e-7,1.5824122059137508e-6,Up,Intergenic (>10kb),Enhancer,TRUE,47295
ENSG00000287120,AL138773.1,chr10:9269801-9270500,4.377365532658569,1.8289750877736135,5.699109094095501e-7,1.5824122059137508e-6,Up,Intergenic (>10kb),Enhancer,TRUE,64304
ENSG00000230121,AL445070.1,chr10:9269801-9270500,4.377365532658569,1.8289750877736135,5.699109094095501e-7,1.5824122059137508e-6,Up,Intergenic (>10kb),Enhancer,TRUE,1691273
ENSG00000151655,ITIH2,chr10:9269801-9270500,4.377365532658569,1.8289750877736135,5.699109094095501e-7,1.5824122059137508e-6,Up,Intergenic (>10kb),Enhancer,TRUE,1478317
ENSG00000165629,ATP5F1C,chr10:9269801-9270500,4.377365532658569,1.8289750877736135,5.699109094095501e-7,1.5824122059137508e-6,Up,Intergenic (>10kb),Enhancer,TRUE,1420022
